1 66.032
2 72.381
3 76.508
4 78.095
5 80
10 85.079
15 86.667
20 88.571
25 88.889
30 88.889
35 89.524
40 89.524
45 90.159
50 90.794
55 91.111
60 91.746
65 92.698
70 93.333
75 93.651
80 93.651
85 93.651
90 93.651
95 93.651
100 93.651
