1 60.635
2 65.714
3 68.889
4 72.063
5 72.381
10 74.286
15 75.556
20 77.46
25 78.73
30 79.683
35 80.952
40 81.27
45 81.587
50 81.905
55 82.857
60 83.175
65 83.175
70 83.81
75 83.81
80 85.079
85 86.032
90 86.349
95 86.349
100 86.984
