1 85.457
2 89.396
3 91.014
4 92.126
5 92.766
10 94.722
15 95.435
20 96.002
25 96.353
30 96.558
35 96.775
40 96.957
45 97.089
50 97.283
55 97.428
60 97.476
65 97.609
70 97.705
75 97.729
80 97.79
85 97.838
90 97.899
95 97.959
100 98.031
